5.880588058805880536e+01,4.206420642064206561e+01,3.314331433143314598e+01,2.746274627462746309e+01,2.350235023502350273e+01,2.054205420542054483e+01,1.826182618261826107e+01,1.644164416441644150e+01,1.496149614961496255e+01,1.372137213721372184e+01,1.268126812681268234e+01,1.178117811781178226e+01,1.100110011001100219e+01,1.032103210321032094e+01,9.720972097209720886e+00,9.200920092009202023e+00,8.720872087208721979e+00,8.280828082808280755e+00,7.900790079007901312e+00,7.540754075407541279e+00,7.220722072207220954e+00,6.920692069206920927e+00,6.640664066406641197e+00,6.380638063806380877e+00,6.160616061606161153e+00
5.880588058805880536e+01,4.206420642064206561e+01,3.314331433143314598e+01,2.746274627462746309e+01,2.350235023502350273e+01,2.054205420542054483e+01,1.826182618261826107e+01,1.644164416441644150e+01,1.496149614961496255e+01,1.372137213721372184e+01,1.268126812681268234e+01,1.178117811781178226e+01,1.100110011001100219e+01,1.032103210321032094e+01,9.720972097209720886e+00,9.200920092009202023e+00,8.720872087208721979e+00,8.280828082808280755e+00,7.900790079007901312e+00,7.540754075407541279e+00,7.220722072207220954e+00,6.920692069206920927e+00,6.640664066406641197e+00,6.380638063806380877e+00,6.160616061606161153e+00
5.880588058805880536e+01,4.206420642064206561e+01,3.314331433143314598e+01,2.746274627462746309e+01,2.350235023502350273e+01,2.054205420542054483e+01,1.826182618261826107e+01,1.644164416441644150e+01,1.496149614961496255e+01,1.372137213721372184e+01,1.268126812681268234e+01,1.178117811781178226e+01,1.100110011001100219e+01,1.032103210321032094e+01,9.720972097209720886e+00,9.200920092009202023e+00,8.720872087208721979e+00,8.280828082808280755e+00,7.900790079007901312e+00,7.540754075407541279e+00,7.220722072207220954e+00,6.920692069206920927e+00,6.640664066406641197e+00,6.380638063806380877e+00,6.160616061606161153e+00
5.880588058805880536e+01,4.206420642064206561e+01,3.314331433143314598e+01,2.746274627462746309e+01,2.350235023502350273e+01,2.054205420542054483e+01,1.826182618261826107e+01,1.644164416441644150e+01,1.496149614961496255e+01,1.372137213721372184e+01,1.268126812681268234e+01,1.178117811781178226e+01,1.100110011001100219e+01,1.032103210321032094e+01,9.720972097209720886e+00,9.200920092009202023e+00,8.720872087208721979e+00,8.280828082808280755e+00,7.900790079007901312e+00,7.540754075407541279e+00,7.220722072207220954e+00,6.920692069206920927e+00,6.640664066406641197e+00,6.380638063806380877e+00,6.160616061606161153e+00
5.880588058805880536e+01,4.206420642064206561e+01,3.314331433143314598e+01,2.746274627462746309e+01,2.350235023502350273e+01,2.054205420542054483e+01,1.826182618261826107e+01,1.644164416441644150e+01,1.496149614961496255e+01,1.372137213721372184e+01,1.268126812681268234e+01,1.178117811781178226e+01,1.100110011001100219e+01,1.032103210321032094e+01,9.720972097209720886e+00,9.200920092009202023e+00,8.720872087208721979e+00,8.280828082808280755e+00,7.900790079007901312e+00,7.540754075407541279e+00,7.220722072207220954e+00,6.920692069206920927e+00,6.640664066406641197e+00,6.380638063806380877e+00,6.160616061606161153e+00
5.880588058805880536e+01,4.206420642064206561e+01,3.314331433143314598e+01,2.746274627462746309e+01,2.350235023502350273e+01,2.054205420542054483e+01,1.826182618261826107e+01,1.644164416441644150e+01,1.496149614961496255e+01,1.372137213721372184e+01,1.268126812681268234e+01,1.178117811781178226e+01,1.100110011001100219e+01,1.032103210321032094e+01,9.720972097209720886e+00,9.200920092009202023e+00,8.720872087208721979e+00,8.280828082808280755e+00,7.900790079007901312e+00,7.540754075407541279e+00,7.220722072207220954e+00,6.920692069206920927e+00,6.640664066406641197e+00,6.380638063806380877e+00,6.160616061606161153e+00
5.880588058805880536e+01,4.206420642064206561e+01,3.314331433143314598e+01,2.746274627462746309e+01,2.350235023502350273e+01,2.054205420542054483e+01,1.826182618261826107e+01,1.644164416441644150e+01,1.496149614961496255e+01,1.372137213721372184e+01,1.268126812681268234e+01,1.178117811781178226e+01,1.100110011001100219e+01,1.032103210321032094e+01,9.720972097209720886e+00,9.200920092009202023e+00,8.720872087208721979e+00,8.280828082808280755e+00,7.900790079007901312e+00,7.540754075407541279e+00,7.220722072207220954e+00,6.920692069206920927e+00,6.640664066406641197e+00,6.380638063806380877e+00,6.160616061606161153e+00
5.880588058805880536e+01,4.206420642064206561e+01,3.332333233323332422e+01,2.806280628062806315e+01,2.442244224422442400e+01,2.168216821682168316e+01,1.954195419541954237e+01,1.780178017801780399e+01,1.636163616361636386e+01,1.514151415141514256e+01,1.408140814081408188e+01,1.318131813181318179e+01,1.238123812381238231e+01,1.168116811681168166e+01,1.106110611061106219e+01,1.050105010501050096e+01,1.000100010001000150e+01,9.540954095409540869e+00,9.120912091209120831e+00,8.740874087408741389e+00,8.380838083808381356e+00,8.060806080608061919e+00,7.760776077607761003e+00,7.480748074807481274e+00,7.220722072207220954e+00
5.880588058805880536e+01,4.342434243424342810e+01,3.678367836783678513e+01,3.252325232523252652e+01,2.932293229322932504e+01,2.684268426842684363e+01,2.476247624762476462e+01,2.304230423042304210e+01,2.158215821582158256e+01,2.028202820282028185e+01,1.914191419141914352e+01,1.812181218121812165e+01,1.720172017201720394e+01,1.640164016401640268e+01,1.566156615661566320e+01,1.500150015001500137e+01,1.440144014401440131e+01,1.382138213821382244e+01,1.330133013301330180e+01,1.282128212821282176e+01,1.238123812381238231e+01,1.196119611961196227e+01,1.158115811581158106e+01,1.120112011201120161e+01,1.086108610861086099e+01
5.880588058805880536e+01,4.660466046604661017e+01,4.162416241624162438e+01,3.820382038203820230e+01,3.558355835583558502e+01,3.344334433443344778e+01,3.162316231623162466e+01,3.000300030003000273e+01,2.864286428642864379e+01,2.740274027402740487e+01,2.626262626262626299e+01,2.524252425242524467e+01,2.428242824282428458e+01,2.340234023402340213e+01,2.264226422642264325e+01,2.190219021902190377e+01,2.122212221222122253e+01,2.058205820582058365e+01,1.998199819981998360e+01,1.942194219421942236e+01,1.890189018901890350e+01,1.838183818381838108e+01,1.792179217921792400e+01,1.746174617461746337e+01,1.704170417041704155e+01
5.880588058805880536e+01,4.976497649764976927e+01,4.612461246124613012e+01,4.352435243524352870e+01,4.150415041504150793e+01,3.976397639763976599e+01,3.830383038303830290e+01,3.694369436943694751e+01,3.580358035803580208e+01,3.474347434743474849e+01,3.376337633763376544e+01,3.282328232823282832e+01,3.196319631963196528e+01,3.120312031203120640e+01,3.048304830483048278e+01,2.980298029802980508e+01,2.914291429142914325e+01,2.852285228522852378e+01,2.792279227922792373e+01,2.734273427342734308e+01,2.680268026802680481e+01,2.626262626262626299e+01,2.580258025802580235e+01,2.534253425342534527e+01,2.490249024902490405e+01
5.880588058805880536e+01,5.236523652365237069e+01,4.974497449744974631e+01,4.786478647864786495e+01,4.632463246324632422e+01,4.506450645064506944e+01,4.388438843884388518e+01,4.290429042904290924e+01,4.198419841984198797e+01,4.110411041104110552e+01,4.034403440344034664e+01,3.964396439643964243e+01,3.894389438943894532e+01,3.828382838283828704e+01,3.764376437643764461e+01,3.708370837083708693e+01,3.656365636563656807e+01,3.604360436043604210e+01,3.554355435543554620e+01,3.506350635063506616e+01,3.458345834583458611e+01,3.414341434143414489e+01,3.368336833683368781e+01,3.326332633263326244e+01,3.286328632863286714e+01
5.880588058805880536e+01,5.434543454345434554e+01,5.252525252525252597e+01,5.118511851185118644e+01,5.006500650065006397e+01,4.914491449144914981e+01,4.828482848284829032e+01,4.756475647564757026e+01,4.684468446844685019e+01,4.622462246224622362e+01,4.564456445644565008e+01,4.508450845084508529e+01,4.454445444544454347e+01,4.404440444044404757e+01,4.358435843584358338e+01,4.316431643164316512e+01,4.272427242724272389e+01,4.230423042304230563e+01,4.190419041904190323e+01,4.150415041504150793e+01,4.114411441144114434e+01,4.080408040804080372e+01,4.046404640464046309e+01,4.014401440144014543e+01,3.982398239823982777e+01
